word,phonetic,pos,meaning_cn,level,gaokao_frequency,word_family,tags
intention,/ˌɪnˈtɛntʃən/,n.,打算；计划,3,medium,,description
interaction,/ˌɪnɝˈækʃən/,n.,交互作用；交感,2,medium,,description
interest,/ˈɪntɝəst/,n./v.,兴趣；利息,1,high,,action
interesting,/ˈɪntɝəstɪŋ/,adj.,有趣的,1,high,,description
internal,/ˌɪnˈtɝnəl/,adj.,内在的；国内的,4,low,,description
international,/ˌɪnɝˈnæʃənəl/,n./adj.,国际的,1,high,,description
internet,/ˈɪntɝˌnɛt/,n.,互联网；英特网,3,medium,,description
interpret,/ˌɪnˈtɝprət/,v.,解释；演出,3,low,,action
interrupt,/ˌɪntɝˈəpt/,n./v.,打扰；打断,2,medium,,action
interval,/ˈɪntɝvəl/,n.,间歇；间隔,4,low,,description
intervention,/ˌɪntɝˈvɛnʃən/,n.,插入；介入,4,low,,description
interview,/ˈɪntɝvˌju/,n./v.,采访；会见,2,medium,,action
into,/ˈɪntu/,prep.,到；里,1,high,,description
intricate,/ˈɪntrəkət/,adj.,错综复杂的；精细的,3,low,,description
introduce,/ˌɪntrəˈdus/,v.,介绍,1,high,,action
introduction,/ˌɪntrəˈdəkʃən/,n.,引进；介绍,3,medium,,description
invent,/ˌɪnˈvɛnt/,v.,发明；创造,3,medium,,action
invention,/ˌɪnˈvɛnʃən/,n.,发明；创造,4,low,,description
investigate,/ˌɪnˈvɛstəˌɡeɪt/,v.,调查；审查,4,low,,mystery
investment,/ˌɪnˈvɛsmənt/,n.,投资,4,low,,description
invitation,/ˌɪnvɪˈteɪʃən/,n.,邀请；请帖,2,high,,description
invite,/ˌɪnˈvaɪt/,n./v.,邀请；招待,1,high,,action
involve,/ˌɪnˈvɑlv/,v.,包括；使陷于,3,low,,action
ireland,/ˈaɪɝlənd/,n.,爱尔兰,4,low,,description
irish,/ˈaɪrɪʃ/,n./adj.,爱尔兰的；爱尔兰人的,4,low,,description
iron,/ˈaɪɝn/,n./v.,铁；熨斗,3,low,,action
island,/ˈaɪlənd/,n./v.,岛,2,high,,action
issue,/ˈɪʃu/,n./v.,发行；问题,3,low,,action
it,/ˈɪt/,pron.,它,1,high,,description
italy,/ˈɪtəli/,n.,意大利,3,medium,,description
item,/ˈaɪtəm/,n.,项目；条款,3,low,,description
its,/ˈɪts/,pron.,它的,1,high,,description
itself,/ˌɪtˈsɛlf/,pron.,它自己,2,high,,description
jacket,/ˈdʒækət/,n./v.,短上衣；夹克衫,4,low,,action
jam,/ˈdʒæm/,n./v.,果酱；阻塞,2,high,,action
january,/ˈdʒænjuˌɛri/,n.,月,2,medium,,description
japan,/dʒəˈpæn/,n.,日本,3,medium,,description
japanese,/ˌdʒæpəˈniz/,n./adj.,日本的；日本人的,4,low,,description
jar,/ˈdʒɑr/,n./v.,罐子；坛子,3,medium,,action
jaw,/ˈdʒɔ/,n./v.,下巴,4,low,,action
jazz,/ˈdʒæz/,n./v./adj.,爵士音乐；爵士舞曲,3,medium,,culture
jeans,/ˈdʒinz/,n.,牛仔裤,4,low,,description
jet,/ˈdʒɛt/,n./v./adj.,喷气式飞机；喷射,4,low,,action
jewelry,/ˈdʒuəlri/,n.,珠宝,4,low,,description
job,/ˈdʒɑb/,n./v.,工作,1,high,,action
jog,/ˈdʒɑɡ/,n./v.,慢跑,4,low,,action
join,/ˈdʒɔɪn/,n./v.,参加；加入,1,high,,action
joint,/ˈdʒɔɪnt/,n./v./adj.,连接处；接合,4,low,,action
joke,/ˈdʒoʊk/,n./v.,笑话,2,medium,,action
journal,/ˈdʒɝnəl/,n.,日记；杂志,2,medium,,description
journalist,/ˈdʒɝnələst/,n.,记者；新闻工作者,3,low,,description
journey,/ˈdʒɝni/,n./v.,旅行；路程,2,high,,action
joy,/ˈdʒɔɪ/,n./v.,欢乐；高兴,2,high,,action
judge,/ˈdʒədʒ/,n./v.,裁判；审判员,2,high,judgement,action
judgement,/ˈdʒədʒmənt/,n.,裁判,4,low,judge,description
juice,/ˈdʒus/,n./v.,汁；液,2,medium,,action
july,/ˌdʒuˈlaɪ/,n.,月,3,medium,,description
jump,/ˈdʒəmp/,n./v.,跳跃；跳变,2,high,,action
june,/ˈdʒun/,n.,月,3,medium,,description
jungle,/ˈdʒəŋɡəl/,n.,丛林；密林,4,low,,description
junior,/ˈdʒunjɝ/,n./adj.,初级的；年少的,4,low,,description
just,/ˈdʒəst/,adj./adv.,刚才；恰好,1,high,,action
justice,/ˈdʒəstəs/,n.,正义；公正,4,low,,description
justify,/ˈdʒəstəˌfaɪ/,v.,替；辩护,4,low,,action
kangaroo,/ˌkæŋɡɝˈu/,n.,大袋鼠,4,low,,description
keep,/ˈkip/,n./v.,生计；维持,1,high,,action
keeper,/ˈkipɝ/,n.,饲养员；看守人,4,low,,description
kettle,/ˈkɛtəl/,n.,水壶,4,low,,description
key,/ˈki/,n./v.,钥匙；答案,2,high,,action
keyboard,/ˈkiˌbɔrd/,n.,键盘,4,low,,description
kick,/ˈkɪk/,n./v.,踢,3,medium,,action
kid,/ˈkɪd/,n./v./adj.,小孩；年轻人,1,high,,action
kill,/ˈkɪl/,n./v.,杀死；弄死,2,high,,action
kilometer,/ˈkɪləˌmitɝ/,n.,千米；公里,2,high,,description
kind,/ˈkaɪnd/,n./adj.,种；类,1,high,,description
kindergarten,/ˈkɪndɝˌɡɑrtən/,n.,幼儿园,4,low,,description
king,/ˈkɪŋ/,n./v.,国王,2,medium,,action
kingdom,/ˈkɪŋdəm/,n.,王国,3,low,,description
kiss,/ˈkɪs/,n./v.,吻；亲吻,3,low,,action
kit,/ˈkɪt/,n.,装备；工具箱,4,low,,description
kitchen,/ˈkɪtʃən/,n.,厨房,2,high,,description
kite,/ˈkaɪt/,n./v.,风筝,4,low,,action
knee,/ˈni/,n./v.,膝盖,2,high,,action
knife,/ˈnaɪf/,n./v.,小刀；匕首,4,low,,action
knock,/ˈnɑk/,n./v.,敲；打,3,medium,,action
know,/ˈnoʊ/,v.,知道；了解,1,high,,action
knowledge,/ˈnɑlədʒ/,n.,知识；学问,1,high,,education
lab,/ˈlæb/,n.,实验室,3,medium,,science
label,/ˈleɪbəl/,n./v.,标签；称号,4,low,,action
labor,/ˈleɪbɝ/,n./v.,劳动；努力,4,low,,action
lack,/ˈlæk/,n./v.,缺乏；缺少,2,high,,action
ladder,/ˈlædɝ/,n./v.,梯子,4,low,,action
lady,/ˈleɪdi/,n.,女士；夫人,3,medium,,description
lake,/ˈleɪk/,n./v.,湖,2,high,,action
lamb,/ˈlæm/,n./v.,羔羊,4,low,,action
lamp,/ˈlæmp/,n./v.,灯；油灯,2,medium,,action
land,/ˈlænd/,n./v.,陆地；土地,1,high,,action
landscape,/ˈlænˌskeɪp/,n./v.,风景；山水,3,medium,,nature
language,/ˈlæŋɡwədʒ/,n.,语言,1,high,,culture
lantern,/ˈlæntɝn/,n./v.,灯笼；提灯,4,low,,action
lap,/ˈlæp/,n./v.,膝部；一圈,4,low,,action
laptop,/ˈlæpˌtɑp/,n.,膝上型的,4,low,,description
large,/ˈlɑrdʒ/,adj./adv.,大的；巨大的,1,high,,action
laser,/ˈleɪzɝ/,n.,激光,4,low,,description
last,/ˈlæs/,n./v./adj./adv.,最后的；末尾的,1,high,,action
late,/ˈleɪt/,adj./adv.,晚的；迟的,1,high,lately,action
lately,/ˈleɪtli/,adv.,最近；不久前,4,low,late,action
later,/ˈleɪtɝ/,adv.,晚些的；迟些的,1,high,,action
latter,/ˈlætɝ/,adj.,后者,4,low,,description
laugh,/ˈlæf/,n./v.,笑；大笑,2,high,,action
laughter,/ˈlæftɝ/,n.,笑；笑声,4,low,,description
launch,/ˈlɔntʃ/,n./v.,下水；汽艇,4,low,,action
law,/ˈlɑ/,n./v.,法律；法令,2,high,,action
lawyer,/ˈlɔɪɝ/,n.,律师,4,low,,description
lay,/ˈleɪ/,n./v./adj.,放；搁,2,medium,,action
lazy,/ˈleɪzi/,v./adj.,懒惰的,4,low,,action
lead,/liːd/,n./v./adj.,带领；导致,1,high,,action
leader,/ˈlidɝ/,n.,领袖；领导人,3,medium,,description
leadership,/ˈlidɝˌʃɪp/,n.,领导能力；领导阶层,3,low,,description
leading,/ˈlidɪŋ/,n./adj.,最主要的；第一位的,2,high,,description
leaf,/ˈlif/,n./v.,叶,4,low,,action
league,/ˈliɡ/,n./v.,联盟；社团,4,low,,action
leak,/ˈlik/,n./v.,漏；渗,4,low,,action
learn,/ˈlɝn/,v.,学；学习,1,high,,education
least,/ˈlist/,n./adj./adv.,最少的；最小的,1,high,,action
leather,/ˈlɛðɝ/,n./v./adj.,皮革,4,low,,action
leave,/ˈliv/,n./v.,离开；留下,1,high,,action
lecture,/ˈlɛktʃɝ/,n./v.,讲课；演讲,2,medium,,action
left,/ˈlɛft/,n./adj./adv.,左边的；向左,1,high,,action
leg,/ˈlɛɡ/,n./v.,腿；腿脚,2,high,,action
legal,/ˈliɡəl/,adj.,与法律有关的；法律的,4,low,,description
leisure,/ˈlɛʒɝ/,n./adj.,空闲；闲暇,3,low,,description
lemon,/ˈlɛmən/,n.,柠檬；柠檬色的,3,medium,,description
lend,/ˈlɛnd/,v.,借；把,3,medium,,action
length,/ˈlɛŋkθ/,n.,长；长度,3,medium,,description
less,/ˈlɛs/,n./adj./adv.,少于；小于,1,high,unless,action
lesson,/ˈlɛsən/,n.,课；功课,1,high,,description
let,/ˈlɛt/,n./v.,让；假设,1,high,,reasoning
letter,/ˈlɛtɝ/,n./v.,信；字母,1,high,,action
level,/ˈlɛvəl/,n./v./adj.,水平线；平的,1,high,,action
liberation,/ˌlɪˌbɝˈeɪʃən/,n.,解放,4,low,,description
liberty,/ˈlɪbɝˌti/,n.,自由,4,low,,description
librarian,/laɪˈbrɛˌriən/,n.,图书管理员；图书馆馆长,4,low,,description
library,/ˈlaɪbrɛˌri/,n.,图书馆；图书室,2,high,,description
license,/ˈlaɪsəns/,n./v.,执照；许可证,3,low,,action
lid,/ˈlɪd/,n./v.,盖子,4,low,,action
lie,/ˈlaɪ/,n./v.,躺；卧,1,high,,action
life,/ˈlaɪf/,n.,生命；生涯,1,high,,description
lifetime,/ˈlaɪfˌtaɪm/,n./adj.,一生；终生,2,medium,,description
lift,/ˈlɪft/,n./v.,举起；抬起,3,medium,,action
light,/ˈlaɪt/,n./v./adj./adv.,光；光亮,1,high,,action
lightning,/ˈlaɪtnɪŋ/,n./v./adj.,闪电,4,low,,action
like,/ˈlaɪk/,prep.,像；跟,1,high,"likely,unlike",description
likely,/ˈlaɪkli/,adj./adv.,很可能的,1,high,like,action
limit,/ˈlɪmət/,n./v.,限制；限度,3,medium,,action
limited,/ˈlɪmətəd/,n./adj.,有限制的；有限的,2,high,,description
line,/ˈlaɪn/,n./v.,列；线,1,high,,action
link,/ˈlɪŋk/,n./v.,环；纽带,2,medium,,action
lion,/ˈlaɪən/,n.,狮子,4,low,,description
lip,/ˈlɪp/,n./v./adj.,嘴唇,4,low,,action
liquid,/ˈlɪkwəd/,n./adj.,液体；液体的,3,medium,,description
list,/ˈlɪst/,n./v.,清单；登记,1,high,,action
listen,/ˈlɪsən/,n./v.,听；仔细听,1,high,,action
literally,/ˈlɪtɝəli/,adv.,逐字地；按照字面上地,4,low,,action
literary,/ˈlɪtɝˌɛri/,adj.,文学的,3,low,,culture
literature,/ˈlɪtɝətʃɝ/,n.,文学,3,medium,,culture
litter,/ˈlɪtɝ/,n./v.,乱丢杂物；垃圾,4,low,,action
little,/ˈlɪtəl/,n./adj./adv.,一点点；少许,1,high,,action
live,/lɪv/,v./adj./adv.,生活；居住,1,high,lively,action
lively,/ˈlaɪvli/,adj.,活泼的；充满生气的,3,medium,live,description
living,/ˈlɪvɪŋ/,n./adj.,活着的；生计,1,high,,description
load,/ˈloʊd/,n./v.,货物；装满,3,medium,,action
loan,/ˈloʊn/,n./v.,贷款；借出,4,low,,action
local,/ˈloʊkəl/,n./adj.,当地的；地方的,1,high,,description
location,/loʊˈkeɪʃən/,n.,位置；场所,3,medium,,description
lock,/ˈlɑk/,n./v.,锁；锁上,3,medium,,action
log,/ˈlɔɡ/,n./v.,记录；圆木,4,low,,action
logical,/ˈlɑdʒɪkəl/,adj.,合乎逻辑的；合理的,4,low,,reasoning
london,/ˈləndən/,n.,伦敦,1,high,,description
lonely,/ˈloʊnli/,adj.,孤独的；寂寞的,2,high,,description
long,/ˈlɔŋ/,n./v./adj./adv.,长的；远,1,high,,action
look,/ˈlʊk/,n./v.,看；瞧,1,high,,action
loose,/ˈlus/,n./v./adj./adv.,松散的；宽松的,3,low,,action
lorry,/ˈlɔri/,n.,运货汽车；卡车,4,low,,description
lose,/ˈluz/,v.,失去；丢失,1,high,,action
loss,/ˈlɔs/,n.,丧失；损耗,3,medium,,description
lot,/ˈlɑt/,n./v.,许多；好些,1,high,,action
loud,/ˈlaʊd/,adj./adv.,大声的,2,high,,action
lounge,/ˈlaʊndʒ/,n./v.,休息厅；休息室,4,low,,action
love,/ˈləv/,n./v.,爱；热爱,1,high,lovely,action
lovely,/ˈləvli/,adj.,美好的；可爱的,2,medium,love,description
low,/ˈloʊ/,n./v./adj./adv.,低；矮,1,high,,action
lower,/ˈloʊɝ/,v./adj.,低的；下级的,1,high,,action
luck,/ˈlək/,n./v.,运气；好运,2,high,,action
lucky,/ˈləki/,adj.,运气好；侥幸,2,high,,description
lunar,/ˈlunɝ/,adj.,阴历的；月的,4,low,,description
lunch,/ˈləntʃ/,n.,午餐；午饭,1,high,,description
lung,/ˈləŋ/,n.,肺；肺脏,3,medium,,description
luxury,/ˈləɡʒɝi/,n./adj.,奢侈；豪华,4,low,,description
machine,/məˈʃin/,n./v.,机器,2,high,,science
mad,/ˈmæd/,n./adj.,发疯的；生气的,3,medium,,description
madam,/ˈmædəm/,n.,夫人；女士,4,low,,description
magazine,/ˈmæɡəˌzin/,n.,杂志,2,high,,description
magic,/ˈmædʒɪk/,n./adj.,有魔力的,4,low,,description
mail,/ˈmeɪl/,n./v.,邮政；邮递,3,medium,,action
main,/ˈmeɪn/,n./adj.,主要的；主要部分,1,high,,description
maintain,/meɪnˈteɪn/,v.,维持；维修,4,low,,action
major,/ˈmeɪdʒɝ/,n./v./adj.,较大的；主要的,1,high,,action
majority,/məˈdʒɔrəti/,n.,大多数,3,low,,description
make,/ˈmeɪk/,n./v.,制造；做,1,high,,action
male,/ˈmeɪl/,n./adj.,男的；雄的,3,medium,,description
man,/ˈmæn/,n./v.,成年男人；人类,1,high,,action
manage,/ˈmænədʒ/,v.,管理；设法对付,2,high,,action
manager,/ˈmænədʒɝ/,n.,经理,2,medium,,description
mankind,/ˈmænˈkaɪnd/,n.,人类；人,4,low,,description
manner,/ˈmænɝ/,n.,方式；态度,2,high,,emotion
many,/ˈmɛni/,pron.,许多人；许多的,1,high,,description
map,/ˈmæp/,n./v.,地图,2,medium,,action
marathon,/ˈmɛrəˌθɑn/,n.,马拉松,3,medium,,description
marble,/ˈmɑrbəl/,n./adj.,大理石；玻璃弹子,4,low,,description
march,/ˈmɑrtʃ/,n./v.,行进；三月,1,high,,action
mark,/ˈmɑrk/,n./v.,标记；标明,2,high,,action
market,/ˈmɑrkət/,n./v.,市场；集市,1,high,,economy
marriage,/ˈmɛrɪdʒ/,n.,结婚；婚姻,3,medium,,description
married,/ˈmɛrid/,adj.,已婚的,3,medium,,description
marry,/ˈmɛri/,v.,成婚；结婚,4,low,,action
mass,/ˈmæs/,n./v./adj.,众多；大量,2,high,,action
massive,/ˈmæsɪv/,adj.,大而重的；宽大的,3,medium,,description
master,/ˈmæstɝ/,n./v./adj.,主人；硕士,3,medium,,action
match,/ˈmætʃ/,n./v.,使相配；使成对,2,high,,action
material,/məˈtɪriəl/,n./adj.,材料；原料,1,high,,description
math,/ˈmæθ/,n.,数学,2,medium,,description
matter,/ˈmætɝ/,n./v.,事件；物质,1,high,,action
mature,/məˈtʃʊr/,v./adj.,成熟的,3,medium,,action
maximum,/ˈmæksəməm/,n./adj.,最大量；最大限度,4,low,,description
may,/ˈmeɪ/,v.,可能；可以,1,high,,action
maybe,/ˈmeɪbi/,n./adv.,可能；大概,2,high,,action
me,/ˈmi/,pron.,我,1,high,,description
meal,/ˈmil/,n./v.,一餐,1,high,,action
mean,/ˈmin/,n./v./adj.,意思是；卑鄙的,1,high,,action
meaning,/ˈminɪŋ/,n./adj.,意思；含意,2,high,,description
means,/ˈminz/,n.,方法；手段,1,high,,description
meanwhile,/ˈminˌwaɪl/,n./adv.,同时；其时,3,low,,action
measure,/ˈmɛʒɝ/,n./v.,尺寸；措施,2,medium,,action
meat,/ˈmit/,n.,肉,3,medium,,description
mechanic,/məˈkænɪk/,n./adj.,机械工；技工,4,low,,description
medal,/ˈmɛdəl/,n./v.,奖牌,4,low,,action
media,/ˈmidiə/,n.,大众传播媒介,2,high,,description
medical,/ˈmɛdəkəl/,n./adj.,医学的；医疗的,1,high,,description
medicine,/ˈmɛdəsən/,n./v.,药,3,medium,,action
medium,/ˈmidiəm/,n./adj.,手段；导体,3,low,,description
meet,/ˈmit/,n./v./adj.,遇见；见到会,1,high,,action
meeting,/ˈmitɪŋ/,n.,会；集会,1,high,,description
member,/ˈmɛmbɝ/,n.,成员；会员,1,high,,description
membership,/ˈmɛmbɝˌʃɪp/,n.,会员的资格；全体会员,2,high,,description
memorial,/məˈmɔriəl/,n./adj.,纪念馆,3,medium,,description
memory,/ˈmɛmɝi/,n.,回忆；记忆,1,high,,description
mental,/ˈmɛntəl/,n./adj.,精神的；脑力的,2,medium,mentally,description
mentally,/ˈmɛnəli/,adv.,精神上；智力上,3,medium,mental,action
mention,/ˈmɛnʃən/,n./v.,提及；记载,1,high,,action
menu,/ˈmɛnju/,n.,菜单,3,medium,,description
merchant,/ˈmɝtʃənt/,n./adj.,商业的；商人的,3,medium,,economy
mercy,/ˈmɝsi/,n.,怜悯,4,low,,description
merely,/ˈmɪrli/,adv.,仅仅；只不过,2,medium,,action
merry,/ˈmɛri/,adj.,高兴的；愉快的,4,low,,description
mess,/ˈmɛs/,n./v.,凌乱,3,medium,,action
message,/ˈmɛsədʒ/,n./v.,消息；音信,1,high,,action
metal,/ˈmɛtəl/,n./v./adj.,金属；金属制成的,3,medium,,action
meter,/ˈmitɝ/,n./v.,米；公尺,2,medium,,action
method,/ˈmɛθəd/,n.,方法；办法,1,high,,description
mexican,/ˈmɛksəkən/,n./adj.,墨西哥的,2,medium,,description
mexico,/ˈmɛksəˌkoʊ/,n.,墨西哥,3,medium,,description
microscope,/ˈmaɪkrəˌskoʊp/,n.,显微镜,4,low,,description
middle,/ˈmɪdəl/,n./adj.,中间的；中间,2,high,,description
midnight,/ˈmɪdˌnaɪt/,n./adj.,午夜,3,medium,,description
might,/ˈmaɪt/,v.,可能；也许,1,high,,action
mild,/ˈmaɪld/,adj.,温和；暖和的,4,low,,description
mile,/ˈmaɪl/,n.,英里,1,high,,description
military,/ˈmɪləˌtɛri/,n./adj.,军队；军事的,4,low,,description
milk,/ˈmɪlk/,n./v.,牛奶；挤奶,2,medium,,action
millimetre,/ˈmɪləˌmitɝ/,n.,毫米,4,low,,description
million,/ˈmɪljən/,num.,百万；百万个,1,high,,description
mind,/ˈmaɪnd/,n./v.,思想；想法,1,high,,action
mine,/ˈmaɪn/,pron.,矿藏；矿山,3,low,,nature
mineral,/ˈmɪnɝəl/,n./adj.,矿物质；矿物,4,low,,description
minimum,/ˈmɪnəməm/,n./adj.,最小的；最小数,3,low,,description
minister,/ˈmɪnəstɝ/,n./v.,部长；牧师,2,medium,,action
ministry,/ˈmɪnəstri/,n.,部,3,medium,,description
minor,/ˈmaɪnɝ/,n./v./adj.,未成年人；副修科目,4,low,,action
minority,/maɪˈnɔrəti/,n./adj.,少数；少数民族,4,low,,description
minute,/ˈmɪnət/,n./v./adj.,分钟；一会儿,1,high,,action
mirror,/ˈmɪrɝ/,n./v.,镜子,2,medium,,action
miss,/ˈmɪs/,n./v.,错过；想念,1,high,dismiss,action
missile,/ˈmɪsəl/,n./adj.,导弹,4,low,,description
missing,/ˈmɪsɪŋ/,adj.,不见的；缺少的,2,medium,,description
mission,/ˈmɪʃən/,n./v.,任务；代表团,4,low,,action
mist,/ˈmɪst/,n./v.,雾,4,low,,action
mistake,/mɪˈsteɪk/,n./v.,错误；弄错,1,high,,action
mix,/ˈmɪks/,n./v.,混合；搅拌,2,medium,,action
mixture,/ˈmɪkstʃɝ/,n.,混合物,3,medium,,description
mm,/m/,n.,毫米,4,low,,description
mobile,/ˈmoʊbəl/,n./adj.,活动的；可移动的,3,medium,,description
mode,/ˈmoʊd/,n.,模态；调式,4,low,,description
model,/ˈmɑdəl/,n./v./adj.,模型；原形,1,high,,action
modern,/ˈmɑdɝn/,n./adj.,现代的,1,high,,description
modest,/ˈmɑdəst/,adj.,谦虚的；谦逊的,4,low,,character
moment,/ˈmoʊmənt/,n.,片刻；瞬间,1,high,,description
monday,/ˈmənˌdeɪ/,n.,星期一,2,medium,,description
money,/ˈməni/,n.,钱；货币,1,high,,economy
monitor,/ˈmɑnətɝ/,n./v.,班长；纠察生,2,medium,,action
monkey,/ˈməŋki/,n./v.,猴子,2,medium,,action
month,/ˈmənθ/,n.,月；月份,1,high,monthly,description
monthly,/ˈmənθli/,n./adj.,月刊；每月的,3,medium,month,description
monument,/ˈmɑnjəmənt/,n.,纪念碑；纪念物,2,medium,,description
mood,/ˈmud/,n.,心情；气氛,3,medium,,description
moon,/ˈmun/,n./v.,月球；月光,3,medium,,action
moral,/ˈmɔrəl/,n./adj.,道德的；寓意,4,low,,description
more,/ˈmɔr/,n./adj./adv.,的；较多的再,1,high,,action
moreover,/mɔˈroʊvɝ/,adv.,而且；此外,4,low,,action
morning,/ˈmɔrnɪŋ/,n.,早晨；上午,1,high,,description
moscow,/ˈmɑˌskoʊ/,n.,莫斯科,3,low,,description
mosquito,/məˈskitoʊ/,n.,蚊子,4,low,,description
most,/ˈmoʊs/,pron.,最多；最大,1,high,mostly,description
mostly,/ˈmoʊsli/,adv.,大概；大部分,2,high,most,action
mother,/ˈməðɝ/,n./v.,母亲,1,high,,action
motion,/ˈmoʊʃən/,n./v.,移动；手势,4,low,,action
motivate,/ˈmoʊtəˌveɪt/,v.,给与动机；刺激,4,low,,action
motivation,/ˌmoʊtəˈveɪʃən/,n.,动机,3,medium,,description
motive,/ˈmoʊtɪv/,n./adj.,动机；目的,4,low,,description
motor,/ˈmoʊtɝ/,n./v./adj.,发动机；马达,3,low,,action
mount,/ˈmaʊnt/,n./v.,乘骑用马；框,3,low,,action
mountain,/ˈmaʊntən/,n.,山；山脉,1,high,,nature
mouse,/ˈmaʊs/,n./v.,鼠；耗子,4,low,,action
mouth,/ˈmaʊθ/,n./v.,嘴；口,3,medium,,action
move,/ˈmuv/,n./v.,移动；搬动,1,high,movement,action
movement,/ˈmuvmənt/,n.,运动；活动,1,high,move,description
movie,/ˈmuvi/,n.,电影,2,high,,description
mr,/ˈmɪstɝ/,n.,先生,2,high,,description
mrs,/ˈmɪsɪz/,n.,太太,2,high,,description
ms,/ˈmɪz/,n.,女士,3,medium,,description
much,/ˈmətʃ/,pron.,大量；许多,1,high,,description
mud,/ˈməd/,n./v.,泥；泥浆,4,low,,action
multiple,/ˈməltəpəl/,n./adj.,倍数；并联,4,low,,description
murder,/ˈmɝdɝ/,n./v.,谋杀,4,low,,action
muscle,/ˈməsəl/,n.,肌肉；臂力,3,medium,,description
museum,/ˈmjuziəm/,n.,博物馆；博物院,1,high,,description
mushroom,/ˈməʃrum/,n./v./adj.,蘑菇,4,low,,action
music,/ˈmjuzɪk/,n.,音乐；乐曲,1,high,,culture
musical,/ˈmjuzɪkəl/,n./adj.,音乐的；爱好音乐的,2,high,,culture
musician,/mjuˈzɪʃən/,n.,音乐家；乐师,2,medium,,culture
must,/ˈməst/,v.,必须；一定,1,high,,action
my,/ˈmaɪ/,pron.,我的,1,high,,description
myself,/ˌmaɪˈsɛlf/,pron.,我自己,1,high,,description
nail,/ˈneɪl/,n./v.,钉；钉子,4,low,,action
name,/ˈneɪm/,n./v./adj.,名字；姓名,1,high,,action
narrow,/ˈnæroʊ/,n./v./adj.,狭窄的,3,low,,action
nation,/ˈneɪʃən/,n.,民族；国家,2,medium,,description
national,/ˈnæʃənəl/,adj.,国家的；全国性的,1,high,,description
nationality,/ˌnæʃəˈnæləti/,n.,国籍,4,low,,description
native,/ˈneɪtɪv/,n./adj.,本土的；本国的,2,high,,description
natural,/ˈnætʃɝəl/,n./adj.,自然的,1,high,,nature
nature,/ˈneɪtʃɝ/,n.,自然；性质,1,high,,nature
navy,/ˈneɪvi/,n.,海军,4,low,,description
near,/ˈnɪr/,prep.,近的；附近,1,high,nearly,description
nearby,/ˈnɪrˈbaɪ/,adj./adv./prep.,附近的,2,high,,action
nearly,/ˈnɪrli/,adv.,将近；几乎,1,high,near,action
neat,/ˈnit/,n./adj.,整洁的；灵巧的,4,low,,description
necessary,/ˈnɛsəˌsɛri/,adj.,必需的；必要的,1,high,,description
neck,/ˈnɛk/,n./v.,颈；脖子,3,low,,action
need,/ˈnid/,n./v.,需要；需求,1,high,,action
needle,/ˈnidəl/,n./v.,针,4,low,,action
negative,/ˈnɛɡətɪv/,n./adj.,否定；否定语,3,low,,description
negotiate,/nəˈɡoʊʃiˌeɪt/,v.,谈判；协商,4,low,,action
neighbor,/ˈneɪbɝ/,n./v./adj.,邻居；邻人,2,medium,,action
neighborhood,/ˈneɪbɝˌhʊd/,n.,四邻；邻近地区,3,medium,,description
neither,/ˈnaɪðɝ/,pron.,都不；也不,2,high,,description
nephew,/ˈnɛfju/,n.,侄子；外甥,4,low,,description
nervous,/ˈnɝvəs/,adj.,紧张不安的,2,high,,description
nest,/ˈnɛst/,n./v.,巢；窝,2,medium,,action
net,/ˈnɛt/,n./v./adj.,网,3,medium,,action
network,/ˈnɛtˌwɝk/,n.,网络；网状系统,2,high,,description
never,/ˈnɛvɝ/,adv.,决不；从来没有,1,high,,action
nevertheless,/ˌnɛvɝðəˈlɛs/,adv./conj.,然而；虽然如此,3,low,,action
new,/ˈnju/,adj.,新的；新鲜的,1,high,,description
news,/ˈnjuz/,n.,新闻；消息,1,high,,description
newspaper,/ˈnuzˌpeɪpɝ/,n.,报纸,2,medium,,description
next,/ˈnɛks/,n./adj./adv.,下一个；下一个的,1,high,,action
nice,/ˈnaɪs/,adj.,令人愉快；好的漂亮的,1,high,,description
niece,/ˈnis/,n.,侄女；甥女,4,low,,description
night,/ˈnaɪt/,n.,夜；夜间,1,high,,description
nine,/ˈnaɪn/,num.,九,3,medium,,description
nineteen,/ˈnaɪnˈtin/,num.,十九,3,low,,description
ninety,/ˈnaɪnti/,num.,九十,4,low,,description
ninth,/ˈnaɪnθ/,num.,第九,4,low,,description
no,/ˈnoʊ/,n./adj./adv.,不；不是,1,high,,action
noble,/ˈnoʊbəl/,n./adj.,高贵的；贵族,4,low,,description
nobody,/ˈnoʊˌbɑˌdi/,pron.,渺小人物；没有人,2,medium,,description
nod,/ˈnɑd/,n./v.,点头,3,medium,,action
noise,/ˈnɔɪz/,n./v.,声音；噪声,2,medium,,action
noisy,/ˈnɔɪzi/,adj.,喧闹的；嘈杂的,4,low,,description
nonchalant,/ˌnɑnʃəˈlɑnt/,adj.,若无其事的；冷淡的,4,low,,emotion
none,/ˈnən/,pron.,无任何东西；无一人,2,medium,,description
noodle,/ˈnudəl/,n.,面条,4,low,,description
noon,/ˈnun/,n.,中午；正午,4,low,,description
nor,/ˈnɔr/,conj.,也不,3,medium,,description
normal,/ˈnɔrməl/,n./adj.,正常的,2,high,,description
north,/ˈnɔrθ/,n./adj./adv.,北方；北,1,high,,action
