word,official_raw,official_level,teacher_number,pronunciation_source,pronunciation_status,pos_source,meaning_source,frequency_status,paper_hits,source_notes
india,India,junior,1804,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标ⅲ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
indian,Indian,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2015:（新课标ⅱ）
indicate,indicate*,required,1806,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2018:（新课标ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
indifferent,,extension,,curated_homograph_override,curated,ECDICT,curated_override,historical_partial_2010_2022,0,
individual,individual*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2017:（新课标Ⅰ）
industry,industry,junior,1807,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2010:（新课标Ⅱ）;2011:（新课标）;2013:（新课标ii）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅲ）;2022:（全国乙卷）
infection,infection**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
infer,infer**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,19,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）
influence,influence,junior,1808,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）
influential,influential**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
inform,,extension,1809,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2014:（新课标Ⅰ）;2018:（新课标ⅲ）;2021:（新课标Ⅰ）
information,information,junior,1810,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,16,2010:（新课标Ⅱ）;2011:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）
initial,initial**,selective_required,1812,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
initiative,initiative**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2022:（全国乙卷）
injure,,extension,1813,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2019:（新课标Ⅱ）
injury,injury**,selective_required,1814,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2015:（新课标ⅱ）;2017:（新课标Ⅰ）;2020:（新课标Ⅰ）
inn,,extension,1817,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
inner,inner**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
innocent,innocent**,selective_required,1818,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
innovation,innovation**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
input,input**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
inquire,inquire**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
insect,insect*,required,1819,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2014:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）
insert,,extension,1820,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国甲卷）
inside,inside,junior,1821,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,7,2012:（新课标）;2014:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅱ）;2019:（新课标Ⅲ）;2021:（解析版）;2022:（全国甲卷）
insight,insight**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2017:（新课标Ⅰ）
insist,insist**,selective_required,1822,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2013:（新课标ii）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2022:（全国乙卷）;2022:（全国甲卷）
inspect,,extension,1823,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国乙卷）
inspection,inspection**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2022:（全国乙卷）
inspire,inspire*,required,1824,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2014:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
instance,instance**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
instant,instant**,selective_required,1825,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2014:（新课标Ⅰ）
instead,instead,junior,1826,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,16,2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
institute,institute**,selective_required,1827,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2020:（新课标Ⅰ）
institution,institution**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,2,2015:（新课标Ⅰ）;2015:（新课标ⅱ）
instruct,,extension,1829,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国乙卷）
instruction,instruction,junior,1830,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅱ）;2022:（全国乙卷）;2022:（全国甲卷）
instrument,instrument,junior,1831,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2017:（新课标ⅲ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2022:（全国甲卷）
insurance,insurance**,selective_required,1832,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
integrate,integrate**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2015:（新课标ⅱ）
integrity,integrity**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
intelligence,,extension,1834,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2011:（全国卷ii）;2018:（新课标ⅱ）;2021:（解析版）
intelligent,intelligent*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,4,2011:（全国卷ii）;2013:（新课标Ⅰ）;2017:（新课标ⅲ）;2021:（解析版）
intend,intend*,required,1835,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2016:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
intense,intense**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
intention,intention**,selective_required,1836,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）
interaction,interaction**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,4,2017:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2021:（新课标Ⅰ）
interest,interest,junior,1837,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,19,2010:（新课标Ⅱ）;2011:（新课标）;2012:（新课标）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国甲卷）
interesting,interesting,junior,1838,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,14,2010:（新课标Ⅰ）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）
internal,internal**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
international,international,junior,1839,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,9,2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
internet,Internet,junior,1840,ipa-dict(en_US/CMUdict),corroborated,teacher_pdf,teacher_pdf_gloss,historical_partial_2010_2022,3,2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2017:（新课标ⅱ）
interpret,interpret**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2022:（全国乙卷）
interrupt,interrupt**,selective_required,1842,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2016:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅲ）;2021:（新课标Ⅰ）
interval,,extension,1843,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
intervention,intervention**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
interview,interview,junior,1844,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅱ）;2021:（新课标Ⅰ）
into,into,junior,1845,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,28,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
intricate,,extension,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,curated_override,historical_partial_2010_2022,0,
introduce,introduce,junior,1846,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,13,2010:（新课标Ⅰ）;2013:（新课标ii）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
introduction,introduction,junior,1847,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅰ）;2014:（新课标Ⅰ）;2018:（新课标Ⅰ）
invent,invent,junior,1848,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅱ）;2011:（新课标）;2014:（新课标Ⅰ）
invention,invention,junior,1849,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2019:（新课标Ⅰ）
investigate,investigate**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
investment,investment**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
invitation,,extension,1851,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2011:（新课标）;2012:（新课标）;2017:（新课标ⅲ）;2021:（解析版）;2022:（全国甲卷）
invite,invite,junior,1852,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,15,2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）
involve,involve**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2015:（新课标ⅱ）
ireland,,extension,1853,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
irish,,extension,1854,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
iron,iron**,selective_required,1855,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标ⅱ）
island,island,junior,1858,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2017:（新课标ⅲ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
issue,issue*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2022:（全国乙卷）
it,it,junior,1859,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,30,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
italy,,extension,1861,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2011:（全国卷ii）;2020:（新课标Ⅱ）;2022:（全国甲卷）
item,item**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2020:（新课标Ⅰ）
its,its,junior,1862,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,28,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
itself,itself,junior,1863,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,6,2011:（全国卷ii）;2013:（新课标ii）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2021:（解析版）;2022:（全国甲卷）
jacket,jacket,junior,1864,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
jam,jam**,selective_required,1865,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2017:（新课标ⅱ）;2019:（新课标Ⅰ）;2022:（全国乙卷）
january,January,junior,1866,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2014:（新课标Ⅰ）;2017:（新课标ⅲ）;2021:（解析版）;2022:（全国乙卷）
japan,Japan,junior,1867,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2011:（全国卷ii）;2016:（新课标ⅲ）;2022:（全国甲卷）
japanese,Japanese,junior,1868,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
jar,,extension,1869,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2011:（新课标）;2013:（新课标ii）
jaw,jaw**,selective_required,1870,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
jazz,jazz**,selective_required,1871,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2022:（全国甲卷）
jeans,jeans*,required,1872,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
jet,,extension,1874,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
jewelry,,extension,1876,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
job,job,junior,1877,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,16,2010:（新课标Ⅱ）;2011:（全国卷ii）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国甲卷）
jog,jog*,required,1878,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
join,join,junior,1879,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,13,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2013:（新课标ii）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2020:（新课标Ⅲ）;2021:（解析版）
joint,joint**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
joke,joke,junior,1880,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2021:（新课标Ⅰ）
journal,journal*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,4,2016:（新课标ⅱ）;2018:（新课标Ⅰ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）
journalist,journalist**,selective_required,1881,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标Ⅰ）
journey,journey,junior,1882,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2010:（新课标Ⅰ）;2013:（新课标ii）;2016:（新课标ⅱ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
joy,joy*,required,1883,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2014:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）
judge,judge*,required,1884,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2013:（新课标Ⅰ）;2016:（新课标ⅲ）;2019:（新课标Ⅱ）
judgement,,extension,1885,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
juice,juice,junior,1886,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2015:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅲ）;2022:（全国乙卷）
july,July,junior,1888,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2018:（新课标ⅱ）;2020:（新课标Ⅱ）
jump,jump,junior,1889,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）
june,June,junior,1890,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标ⅲ）;2020:（新课标Ⅱ）
jungle,jungle**,selective_required,1891,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
junior,junior*,required,1892,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
just,just,junior,1896,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,29,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
justice,justice*,required,1897,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
justify,justify**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
kangaroo,kangaroo*,required,1898,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
