word,current_value,classification,candidates,reason
little,,should_not_fill,,no_current_value_or_fixed_source_candidate
live,,auto_fill_candidate,i:living,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
lively,life,manual_review,life,does_not_match_recorded_generation_policy
living,,auto_fill_candidate,0:live,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
load,,should_not_fill,,no_current_value_or_fixed_source_candidate
loan,,should_not_fill,,no_current_value_or_fixed_source_candidate
local,,should_not_fill,,no_current_value_or_fixed_source_candidate
location,,should_not_fill,,no_current_value_or_fixed_source_candidate
lock,,should_not_fill,,no_current_value_or_fixed_source_candidate
log,,should_not_fill,,no_current_value_or_fixed_source_candidate
logical,,should_not_fill,,no_current_value_or_fixed_source_candidate
london,,should_not_fill,,no_current_value_or_fixed_source_candidate
lonely,,should_not_fill,,no_current_value_or_fixed_source_candidate
long,,should_not_fill,,no_current_value_or_fixed_source_candidate
look,,should_not_fill,,no_current_value_or_fixed_source_candidate
loose,,should_not_fill,,no_current_value_or_fixed_source_candidate
lorry,,should_not_fill,,no_current_value_or_fixed_source_candidate
lose,,should_not_fill,,no_current_value_or_fixed_source_candidate
loss,,should_not_fill,,no_current_value_or_fixed_source_candidate
lot,,should_not_fill,,no_current_value_or_fixed_source_candidate
loud,,should_not_fill,,no_current_value_or_fixed_source_candidate
lounge,,should_not_fill,,no_current_value_or_fixed_source_candidate
love,lovely,reliable_value,lovely,matches_fixed_conservative_affix_policy_and_members_exist
lovely,love,reliable_value,love,matches_fixed_conservative_affix_policy_and_members_exist
low,,auto_fill_candidate,r:lower,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
lower,,auto_fill_candidate,0:low,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
luck,,should_not_fill,,no_current_value_or_fixed_source_candidate
lucky,,should_not_fill,,no_current_value_or_fixed_source_candidate
lunar,,should_not_fill,,no_current_value_or_fixed_source_candidate
lunch,,should_not_fill,,no_current_value_or_fixed_source_candidate
lung,,should_not_fill,,no_current_value_or_fixed_source_candidate
luxury,,should_not_fill,,no_current_value_or_fixed_source_candidate
machine,,should_not_fill,,no_current_value_or_fixed_source_candidate
mad,,should_not_fill,,no_current_value_or_fixed_source_candidate
madam,,should_not_fill,,no_current_value_or_fixed_source_candidate
magazine,,should_not_fill,,no_current_value_or_fixed_source_candidate
magic,,should_not_fill,,no_current_value_or_fixed_source_candidate
mail,,should_not_fill,,no_current_value_or_fixed_source_candidate
main,,should_not_fill,,no_current_value_or_fixed_source_candidate
maintain,,should_not_fill,,no_current_value_or_fixed_source_candidate
major,,should_not_fill,,no_current_value_or_fixed_source_candidate
majority,,should_not_fill,,no_current_value_or_fixed_source_candidate
make,,should_not_fill,,no_current_value_or_fixed_source_candidate
male,,should_not_fill,,no_current_value_or_fixed_source_candidate
man,,should_not_fill,,no_current_value_or_fixed_source_candidate
manage,,should_not_fill,,no_current_value_or_fixed_source_candidate
manager,,should_not_fill,,no_current_value_or_fixed_source_candidate
mankind,,should_not_fill,,no_current_value_or_fixed_source_candidate
manner,,should_not_fill,,no_current_value_or_fixed_source_candidate
many,,should_not_fill,,no_current_value_or_fixed_source_candidate
map,,should_not_fill,,no_current_value_or_fixed_source_candidate
marathon,,should_not_fill,,no_current_value_or_fixed_source_candidate
marble,,should_not_fill,,no_current_value_or_fixed_source_candidate
march,,should_not_fill,,no_current_value_or_fixed_source_candidate
mark,,should_not_fill,,no_current_value_or_fixed_source_candidate
market,,should_not_fill,,no_current_value_or_fixed_source_candidate
marriage,,should_not_fill,,no_current_value_or_fixed_source_candidate
married,,auto_fill_candidate,0:marry,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
marry,,auto_fill_candidate,"p:married,d:married",ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
mass,,should_not_fill,,no_current_value_or_fixed_source_candidate
massive,,should_not_fill,,no_current_value_or_fixed_source_candidate
master,,should_not_fill,,no_current_value_or_fixed_source_candidate
match,,should_not_fill,,no_current_value_or_fixed_source_candidate
material,,should_not_fill,,no_current_value_or_fixed_source_candidate
math,,should_not_fill,,no_current_value_or_fixed_source_candidate
matter,,should_not_fill,,no_current_value_or_fixed_source_candidate
mature,,should_not_fill,,no_current_value_or_fixed_source_candidate
maximum,,should_not_fill,,no_current_value_or_fixed_source_candidate
may,,should_not_fill,,no_current_value_or_fixed_source_candidate
maybe,,should_not_fill,,no_current_value_or_fixed_source_candidate
me,,should_not_fill,,no_current_value_or_fixed_source_candidate
meal,,should_not_fill,,no_current_value_or_fixed_source_candidate
mean,,auto_fill_candidate,"3:means,i:meaning",ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
meaning,,auto_fill_candidate,0:mean,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
means,,auto_fill_candidate,0:mean,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
meanwhile,,should_not_fill,,no_current_value_or_fixed_source_candidate
measure,,should_not_fill,,no_current_value_or_fixed_source_candidate
meat,,should_not_fill,,no_current_value_or_fixed_source_candidate
mechanic,,should_not_fill,,no_current_value_or_fixed_source_candidate
medal,,should_not_fill,,no_current_value_or_fixed_source_candidate
media,,should_not_fill,,no_current_value_or_fixed_source_candidate
medical,,should_not_fill,,no_current_value_or_fixed_source_candidate
medicine,,should_not_fill,,no_current_value_or_fixed_source_candidate
medium,,should_not_fill,,no_current_value_or_fixed_source_candidate
meet,,auto_fill_candidate,i:meeting,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
meeting,,auto_fill_candidate,0:meet,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
member,,should_not_fill,,no_current_value_or_fixed_source_candidate
membership,,should_not_fill,,no_current_value_or_fixed_source_candidate
memorial,,should_not_fill,,no_current_value_or_fixed_source_candidate
memory,,should_not_fill,,no_current_value_or_fixed_source_candidate
mental,mentally,reliable_value,mentally,matches_fixed_conservative_affix_policy_and_members_exist
mentally,mental,reliable_value,mental,matches_fixed_conservative_affix_policy_and_members_exist
mention,,should_not_fill,,no_current_value_or_fixed_source_candidate
menu,,should_not_fill,,no_current_value_or_fixed_source_candidate
merchant,,should_not_fill,,no_current_value_or_fixed_source_candidate
mercy,,should_not_fill,,no_current_value_or_fixed_source_candidate
merely,,should_not_fill,,no_current_value_or_fixed_source_candidate
merry,,should_not_fill,,no_current_value_or_fixed_source_candidate
mess,,should_not_fill,,no_current_value_or_fixed_source_candidate
message,,should_not_fill,,no_current_value_or_fixed_source_candidate
metal,,should_not_fill,,no_current_value_or_fixed_source_candidate
meter,,should_not_fill,,no_current_value_or_fixed_source_candidate
method,,should_not_fill,,no_current_value_or_fixed_source_candidate
mexican,,should_not_fill,,no_current_value_or_fixed_source_candidate
mexico,,should_not_fill,,no_current_value_or_fixed_source_candidate
microscope,,should_not_fill,,no_current_value_or_fixed_source_candidate
middle,,should_not_fill,,no_current_value_or_fixed_source_candidate
midnight,,should_not_fill,,no_current_value_or_fixed_source_candidate
might,,should_not_fill,,no_current_value_or_fixed_source_candidate
mild,,should_not_fill,,no_current_value_or_fixed_source_candidate
mile,,should_not_fill,,no_current_value_or_fixed_source_candidate
military,,should_not_fill,,no_current_value_or_fixed_source_candidate
milk,,should_not_fill,,no_current_value_or_fixed_source_candidate
millimetre,,should_not_fill,,no_current_value_or_fixed_source_candidate
million,,should_not_fill,,no_current_value_or_fixed_source_candidate
mind,,should_not_fill,,no_current_value_or_fixed_source_candidate
mine,,should_not_fill,,no_current_value_or_fixed_source_candidate
mineral,,should_not_fill,,no_current_value_or_fixed_source_candidate
minimum,,should_not_fill,,no_current_value_or_fixed_source_candidate
minister,,should_not_fill,,no_current_value_or_fixed_source_candidate
ministry,,should_not_fill,,no_current_value_or_fixed_source_candidate
minor,,should_not_fill,,no_current_value_or_fixed_source_candidate
minority,,should_not_fill,,no_current_value_or_fixed_source_candidate
minute,,should_not_fill,,no_current_value_or_fixed_source_candidate
mirror,,should_not_fill,,no_current_value_or_fixed_source_candidate
miss,,auto_fill_candidate,i:missing,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
missile,,should_not_fill,,no_current_value_or_fixed_source_candidate
missing,,auto_fill_candidate,0:miss,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
mission,,should_not_fill,,no_current_value_or_fixed_source_candidate
mist,,should_not_fill,,no_current_value_or_fixed_source_candidate
mistake,,should_not_fill,,no_current_value_or_fixed_source_candidate
mix,,should_not_fill,,no_current_value_or_fixed_source_candidate
mixture,,should_not_fill,,no_current_value_or_fixed_source_candidate
mm,,should_not_fill,,no_current_value_or_fixed_source_candidate
mobile,,should_not_fill,,no_current_value_or_fixed_source_candidate
mode,,should_not_fill,,no_current_value_or_fixed_source_candidate
model,,should_not_fill,,no_current_value_or_fixed_source_candidate
modern,,should_not_fill,,no_current_value_or_fixed_source_candidate
modest,,should_not_fill,,no_current_value_or_fixed_source_candidate
moment,,should_not_fill,,no_current_value_or_fixed_source_candidate
monday,,should_not_fill,,no_current_value_or_fixed_source_candidate
money,,should_not_fill,,no_current_value_or_fixed_source_candidate
monitor,,should_not_fill,,no_current_value_or_fixed_source_candidate
monkey,,should_not_fill,,no_current_value_or_fixed_source_candidate
month,monthly,reliable_value,monthly,matches_fixed_conservative_affix_policy_and_members_exist
monthly,month,reliable_value,month,matches_fixed_conservative_affix_policy_and_members_exist
monument,,should_not_fill,,no_current_value_or_fixed_source_candidate
mood,,should_not_fill,,no_current_value_or_fixed_source_candidate
moon,,should_not_fill,,no_current_value_or_fixed_source_candidate
moral,,should_not_fill,,no_current_value_or_fixed_source_candidate
more,,should_not_fill,,no_current_value_or_fixed_source_candidate
moreover,,should_not_fill,,no_current_value_or_fixed_source_candidate
morning,,should_not_fill,,no_current_value_or_fixed_source_candidate
moscow,,should_not_fill,,no_current_value_or_fixed_source_candidate
mosquito,,should_not_fill,,no_current_value_or_fixed_source_candidate
most,mostly,manual_review,mostly,surface_affix_relation_has_known_semantic_or_homograph_risk
mostly,most,manual_review,most,surface_affix_relation_has_known_semantic_or_homograph_risk
mother,,should_not_fill,,no_current_value_or_fixed_source_candidate
motion,,should_not_fill,,no_current_value_or_fixed_source_candidate
motivate,,should_not_fill,,no_current_value_or_fixed_source_candidate
motivation,,should_not_fill,,no_current_value_or_fixed_source_candidate
motive,,should_not_fill,,no_current_value_or_fixed_source_candidate
motor,,should_not_fill,,no_current_value_or_fixed_source_candidate
mount,,should_not_fill,,no_current_value_or_fixed_source_candidate
mountain,,should_not_fill,,no_current_value_or_fixed_source_candidate
mouse,,should_not_fill,,no_current_value_or_fixed_source_candidate
mouth,,should_not_fill,,no_current_value_or_fixed_source_candidate
move,movement,reliable_value,movement,matches_fixed_conservative_affix_policy_and_members_exist
movement,move,reliable_value,move,matches_fixed_conservative_affix_policy_and_members_exist
movie,,should_not_fill,,no_current_value_or_fixed_source_candidate
mr,,should_not_fill,,no_current_value_or_fixed_source_candidate
mrs,,should_not_fill,,no_current_value_or_fixed_source_candidate
ms,,should_not_fill,,no_current_value_or_fixed_source_candidate
much,,should_not_fill,,no_current_value_or_fixed_source_candidate
mud,,should_not_fill,,no_current_value_or_fixed_source_candidate
multiple,,should_not_fill,,no_current_value_or_fixed_source_candidate
murder,,should_not_fill,,no_current_value_or_fixed_source_candidate
muscle,,should_not_fill,,no_current_value_or_fixed_source_candidate
museum,,should_not_fill,,no_current_value_or_fixed_source_candidate
mushroom,,should_not_fill,,no_current_value_or_fixed_source_candidate
music,,should_not_fill,,no_current_value_or_fixed_source_candidate
musical,,should_not_fill,,no_current_value_or_fixed_source_candidate
musician,,should_not_fill,,no_current_value_or_fixed_source_candidate
must,,should_not_fill,,no_current_value_or_fixed_source_candidate
my,,should_not_fill,,no_current_value_or_fixed_source_candidate
myself,,should_not_fill,,no_current_value_or_fixed_source_candidate
nail,,should_not_fill,,no_current_value_or_fixed_source_candidate
name,,should_not_fill,,no_current_value_or_fixed_source_candidate
narrow,,should_not_fill,,no_current_value_or_fixed_source_candidate
nation,,should_not_fill,,no_current_value_or_fixed_source_candidate
national,,should_not_fill,,no_current_value_or_fixed_source_candidate
nationality,,should_not_fill,,no_current_value_or_fixed_source_candidate
native,,should_not_fill,,no_current_value_or_fixed_source_candidate
natural,,should_not_fill,,no_current_value_or_fixed_source_candidate
nature,,should_not_fill,,no_current_value_or_fixed_source_candidate
navy,,should_not_fill,,no_current_value_or_fixed_source_candidate
near,,should_not_fill,,no_current_value_or_fixed_source_candidate
nearby,,should_not_fill,,no_current_value_or_fixed_source_candidate
nearly,,should_not_fill,,no_current_value_or_fixed_source_candidate
neat,,should_not_fill,,no_current_value_or_fixed_source_candidate
necessary,,should_not_fill,,no_current_value_or_fixed_source_candidate
neck,,should_not_fill,,no_current_value_or_fixed_source_candidate
need,,should_not_fill,,no_current_value_or_fixed_source_candidate
needle,,should_not_fill,,no_current_value_or_fixed_source_candidate
negative,,should_not_fill,,no_current_value_or_fixed_source_candidate
negotiate,,should_not_fill,,no_current_value_or_fixed_source_candidate
neighbor,,should_not_fill,,no_current_value_or_fixed_source_candidate
neighborhood,,should_not_fill,,no_current_value_or_fixed_source_candidate
neither,,should_not_fill,,no_current_value_or_fixed_source_candidate
nephew,,should_not_fill,,no_current_value_or_fixed_source_candidate
nervous,,should_not_fill,,no_current_value_or_fixed_source_candidate
nest,,should_not_fill,,no_current_value_or_fixed_source_candidate
net,,should_not_fill,,no_current_value_or_fixed_source_candidate
network,,should_not_fill,,no_current_value_or_fixed_source_candidate
never,,should_not_fill,,no_current_value_or_fixed_source_candidate
nevertheless,,should_not_fill,,no_current_value_or_fixed_source_candidate
new,,should_not_fill,,no_current_value_or_fixed_source_candidate
news,,should_not_fill,,no_current_value_or_fixed_source_candidate
newspaper,,should_not_fill,,no_current_value_or_fixed_source_candidate
next,,should_not_fill,,no_current_value_or_fixed_source_candidate
nice,,should_not_fill,,no_current_value_or_fixed_source_candidate
niece,,should_not_fill,,no_current_value_or_fixed_source_candidate
night,,should_not_fill,,no_current_value_or_fixed_source_candidate
nine,,should_not_fill,,no_current_value_or_fixed_source_candidate
nineteen,,should_not_fill,,no_current_value_or_fixed_source_candidate
ninety,,should_not_fill,,no_current_value_or_fixed_source_candidate
ninth,,should_not_fill,,no_current_value_or_fixed_source_candidate
no,,should_not_fill,,no_current_value_or_fixed_source_candidate
noble,,should_not_fill,,no_current_value_or_fixed_source_candidate
nobody,,should_not_fill,,no_current_value_or_fixed_source_candidate
nod,,should_not_fill,,no_current_value_or_fixed_source_candidate
noise,,should_not_fill,,no_current_value_or_fixed_source_candidate
noisy,,should_not_fill,,no_current_value_or_fixed_source_candidate
nonchalant,,should_not_fill,,no_current_value_or_fixed_source_candidate
none,,should_not_fill,,no_current_value_or_fixed_source_candidate
noodle,,should_not_fill,,no_current_value_or_fixed_source_candidate
noon,,should_not_fill,,no_current_value_or_fixed_source_candidate
nor,,should_not_fill,,no_current_value_or_fixed_source_candidate
normal,,should_not_fill,,no_current_value_or_fixed_source_candidate
north,,should_not_fill,,no_current_value_or_fixed_source_candidate
northeast,,should_not_fill,,no_current_value_or_fixed_source_candidate
northern,,should_not_fill,,no_current_value_or_fixed_source_candidate
northwest,,should_not_fill,,no_current_value_or_fixed_source_candidate
nose,,should_not_fill,,no_current_value_or_fixed_source_candidate
not,,should_not_fill,,no_current_value_or_fixed_source_candidate
note,,should_not_fill,,no_current_value_or_fixed_source_candidate
notebook,,should_not_fill,,no_current_value_or_fixed_source_candidate
nothing,,should_not_fill,,no_current_value_or_fixed_source_candidate
notice,,should_not_fill,,no_current_value_or_fixed_source_candidate
novel,,should_not_fill,,no_current_value_or_fixed_source_candidate
novelist,,should_not_fill,,no_current_value_or_fixed_source_candidate
november,,should_not_fill,,no_current_value_or_fixed_source_candidate
now,,should_not_fill,,no_current_value_or_fixed_source_candidate
nowadays,,should_not_fill,,no_current_value_or_fixed_source_candidate
nowhere,,should_not_fill,,no_current_value_or_fixed_source_candidate
nuclear,,should_not_fill,,no_current_value_or_fixed_source_candidate
number,,should_not_fill,,no_current_value_or_fixed_source_candidate
nurse,,should_not_fill,,no_current_value_or_fixed_source_candidate
nursery,,should_not_fill,,no_current_value_or_fixed_source_candidate
nut,,should_not_fill,,no_current_value_or_fixed_source_candidate
nutrition,,should_not_fill,,no_current_value_or_fixed_source_candidate
o'clock,,should_not_fill,,no_current_value_or_fixed_source_candidate
object,,should_not_fill,,no_current_value_or_fixed_source_candidate
objective,,should_not_fill,,no_current_value_or_fixed_source_candidate
obscure,,should_not_fill,,no_current_value_or_fixed_source_candidate
observe,,should_not_fill,,no_current_value_or_fixed_source_candidate
obtain,,should_not_fill,,no_current_value_or_fixed_source_candidate
obvious,obviously,reliable_value,obviously,matches_fixed_conservative_affix_policy_and_members_exist
obviously,obvious,reliable_value,obvious,matches_fixed_conservative_affix_policy_and_members_exist
occasion,,should_not_fill,,no_current_value_or_fixed_source_candidate
occupation,,should_not_fill,,no_current_value_or_fixed_source_candidate
occupy,,should_not_fill,,no_current_value_or_fixed_source_candidate
occur,,should_not_fill,,no_current_value_or_fixed_source_candidate
ocean,,should_not_fill,,no_current_value_or_fixed_source_candidate
october,,should_not_fill,,no_current_value_or_fixed_source_candidate
odd,,should_not_fill,,no_current_value_or_fixed_source_candidate
of,,should_not_fill,,no_current_value_or_fixed_source_candidate
off,,should_not_fill,,no_current_value_or_fixed_source_candidate
offer,,should_not_fill,,no_current_value_or_fixed_source_candidate
office,,should_not_fill,,no_current_value_or_fixed_source_candidate
officer,,should_not_fill,,no_current_value_or_fixed_source_candidate
official,,should_not_fill,,no_current_value_or_fixed_source_candidate
often,,should_not_fill,,no_current_value_or_fixed_source_candidate
oh,,should_not_fill,,no_current_value_or_fixed_source_candidate
oil,,should_not_fill,,no_current_value_or_fixed_source_candidate
ok,,should_not_fill,,no_current_value_or_fixed_source_candidate
old,,should_not_fill,,no_current_value_or_fixed_source_candidate
olympics,,should_not_fill,,no_current_value_or_fixed_source_candidate
on,,should_not_fill,,no_current_value_or_fixed_source_candidate
once,,should_not_fill,,no_current_value_or_fixed_source_candidate
one,,should_not_fill,,no_current_value_or_fixed_source_candidate
onion,,should_not_fill,,no_current_value_or_fixed_source_candidate
online,,should_not_fill,,no_current_value_or_fixed_source_candidate
only,,should_not_fill,,no_current_value_or_fixed_source_candidate
onto,,should_not_fill,,no_current_value_or_fixed_source_candidate
open,,auto_fill_candidate,i:opening,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
opening,,auto_fill_candidate,0:open,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
opera,,should_not_fill,,no_current_value_or_fixed_source_candidate
operate,,should_not_fill,,no_current_value_or_fixed_source_candidate
operation,,should_not_fill,,no_current_value_or_fixed_source_candidate
operator,,should_not_fill,,no_current_value_or_fixed_source_candidate
opinion,,should_not_fill,,no_current_value_or_fixed_source_candidate
opponent,,should_not_fill,,no_current_value_or_fixed_source_candidate
opportunity,,should_not_fill,,no_current_value_or_fixed_source_candidate
oppose,,should_not_fill,,no_current_value_or_fixed_source_candidate
opposite,,should_not_fill,,no_current_value_or_fixed_source_candidate
optimistic,,should_not_fill,,no_current_value_or_fixed_source_candidate
option,,should_not_fill,,no_current_value_or_fixed_source_candidate
or,,should_not_fill,,no_current_value_or_fixed_source_candidate
oral,,should_not_fill,,no_current_value_or_fixed_source_candidate
orange,,should_not_fill,,no_current_value_or_fixed_source_candidate
orbit,,should_not_fill,,no_current_value_or_fixed_source_candidate
order,,should_not_fill,,no_current_value_or_fixed_source_candidate
ordinary,,should_not_fill,,no_current_value_or_fixed_source_candidate
organ,,should_not_fill,,no_current_value_or_fixed_source_candidate
organic,,should_not_fill,,no_current_value_or_fixed_source_candidate
organisation,,should_not_fill,,no_current_value_or_fixed_source_candidate
organization,,should_not_fill,,no_current_value_or_fixed_source_candidate
origin,,should_not_fill,,no_current_value_or_fixed_source_candidate
original,,should_not_fill,,no_current_value_or_fixed_source_candidate
other,,should_not_fill,,no_current_value_or_fixed_source_candidate
otherwise,,should_not_fill,,no_current_value_or_fixed_source_candidate
ought,,should_not_fill,,no_current_value_or_fixed_source_candidate
our,,should_not_fill,,no_current_value_or_fixed_source_candidate
ours,,should_not_fill,,no_current_value_or_fixed_source_candidate
ourselves,,should_not_fill,,no_current_value_or_fixed_source_candidate
out,,should_not_fill,,no_current_value_or_fixed_source_candidate
outcome,,should_not_fill,,no_current_value_or_fixed_source_candidate
outer,,should_not_fill,,no_current_value_or_fixed_source_candidate
outgoing,,should_not_fill,,no_current_value_or_fixed_source_candidate
outline,,should_not_fill,,no_current_value_or_fixed_source_candidate
output,,should_not_fill,,no_current_value_or_fixed_source_candidate
outside,,should_not_fill,,no_current_value_or_fixed_source_candidate
outstanding,,should_not_fill,,no_current_value_or_fixed_source_candidate
over,,should_not_fill,,no_current_value_or_fixed_source_candidate
overall,,should_not_fill,,no_current_value_or_fixed_source_candidate
overcome,,should_not_fill,,no_current_value_or_fixed_source_candidate
overlook,,should_not_fill,,no_current_value_or_fixed_source_candidate
overseas,,should_not_fill,,no_current_value_or_fixed_source_candidate
owe,,should_not_fill,,no_current_value_or_fixed_source_candidate
own,,should_not_fill,,no_current_value_or_fixed_source_candidate
owner,,should_not_fill,,no_current_value_or_fixed_source_candidate
ownership,,should_not_fill,,no_current_value_or_fixed_source_candidate
oxygen,,should_not_fill,,no_current_value_or_fixed_source_candidate
p.m.,,should_not_fill,,no_current_value_or_fixed_source_candidate
pace,,should_not_fill,,no_current_value_or_fixed_source_candidate
pacific,,should_not_fill,,no_current_value_or_fixed_source_candidate
pack,,should_not_fill,,no_current_value_or_fixed_source_candidate
package,,should_not_fill,,no_current_value_or_fixed_source_candidate
packet,,should_not_fill,,no_current_value_or_fixed_source_candidate
page,,should_not_fill,,no_current_value_or_fixed_source_candidate
pain,painful,reliable_value,painful,matches_fixed_conservative_affix_policy_and_members_exist
painful,pain,reliable_value,pain,matches_fixed_conservative_affix_policy_and_members_exist
paint,painting,manual_review,painting,does_not_match_recorded_generation_policy
painter,,should_not_fill,,no_current_value_or_fixed_source_candidate
painting,paint,manual_review,paint,does_not_match_recorded_generation_policy
pair,,should_not_fill,,no_current_value_or_fixed_source_candidate
palace,,should_not_fill,,no_current_value_or_fixed_source_candidate
pale,,should_not_fill,,no_current_value_or_fixed_source_candidate
pan,,should_not_fill,,no_current_value_or_fixed_source_candidate
pancake,,should_not_fill,,no_current_value_or_fixed_source_candidate
panda,,should_not_fill,,no_current_value_or_fixed_source_candidate
panel,,should_not_fill,,no_current_value_or_fixed_source_candidate
panic,,should_not_fill,,no_current_value_or_fixed_source_candidate
paper,,should_not_fill,,no_current_value_or_fixed_source_candidate
paragraph,,should_not_fill,,no_current_value_or_fixed_source_candidate
parallel,,should_not_fill,,no_current_value_or_fixed_source_candidate
parcel,,should_not_fill,,no_current_value_or_fixed_source_candidate
pardon,,should_not_fill,,no_current_value_or_fixed_source_candidate
parent,,should_not_fill,,no_current_value_or_fixed_source_candidate
paris,,should_not_fill,,no_current_value_or_fixed_source_candidate
park,,auto_fill_candidate,i:parking,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
parking,,auto_fill_candidate,0:park,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
part,partly,reliable_value,partly,matches_fixed_conservative_affix_policy_and_members_exist
participate,,should_not_fill,,no_current_value_or_fixed_source_candidate
particular,,should_not_fill,,no_current_value_or_fixed_source_candidate
partly,part,reliable_value,part,matches_fixed_conservative_affix_policy_and_members_exist
partner,,should_not_fill,,no_current_value_or_fixed_source_candidate
party,,should_not_fill,,no_current_value_or_fixed_source_candidate
pass,,should_not_fill,,no_current_value_or_fixed_source_candidate
passage,,should_not_fill,,no_current_value_or_fixed_source_candidate
passenger,,should_not_fill,,no_current_value_or_fixed_source_candidate
passion,,should_not_fill,,no_current_value_or_fixed_source_candidate
passive,,should_not_fill,,no_current_value_or_fixed_source_candidate
passport,,should_not_fill,,no_current_value_or_fixed_source_candidate
past,,should_not_fill,,no_current_value_or_fixed_source_candidate
patent,,should_not_fill,,no_current_value_or_fixed_source_candidate
path,,should_not_fill,,no_current_value_or_fixed_source_candidate
patience,,should_not_fill,,no_current_value_or_fixed_source_candidate
patient,,should_not_fill,,no_current_value_or_fixed_source_candidate
pattern,,should_not_fill,,no_current_value_or_fixed_source_candidate
pause,,should_not_fill,,no_current_value_or_fixed_source_candidate
pay,,should_not_fill,,no_current_value_or_fixed_source_candidate
peace,peaceful,reliable_value,peaceful,matches_fixed_conservative_affix_policy_and_members_exist
peaceful,peace,reliable_value,peace,matches_fixed_conservative_affix_policy_and_members_exist
peak,,should_not_fill,,no_current_value_or_fixed_source_candidate
pear,,should_not_fill,,no_current_value_or_fixed_source_candidate
peasant,,should_not_fill,,no_current_value_or_fixed_source_candidate
pen,,should_not_fill,,no_current_value_or_fixed_source_candidate
pencil,,should_not_fill,,no_current_value_or_fixed_source_candidate
penny,,should_not_fill,,no_current_value_or_fixed_source_candidate
pension,,should_not_fill,,no_current_value_or_fixed_source_candidate
people,,should_not_fill,,no_current_value_or_fixed_source_candidate
pepper,,should_not_fill,,no_current_value_or_fixed_source_candidate
per,,should_not_fill,,no_current_value_or_fixed_source_candidate
perceive,,should_not_fill,,no_current_value_or_fixed_source_candidate
percent,,should_not_fill,,no_current_value_or_fixed_source_candidate
percentage,,should_not_fill,,no_current_value_or_fixed_source_candidate
perfect,,should_not_fill,,no_current_value_or_fixed_source_candidate
perform,,should_not_fill,,no_current_value_or_fixed_source_candidate
performance,,should_not_fill,,no_current_value_or_fixed_source_candidate
performer,,should_not_fill,,no_current_value_or_fixed_source_candidate
perhaps,,should_not_fill,,no_current_value_or_fixed_source_candidate
period,,should_not_fill,,no_current_value_or_fixed_source_candidate
permanent,,should_not_fill,,no_current_value_or_fixed_source_candidate
permission,,should_not_fill,,no_current_value_or_fixed_source_candidate
permit,,should_not_fill,,no_current_value_or_fixed_source_candidate
persevere,,should_not_fill,,no_current_value_or_fixed_source_candidate
persist,,should_not_fill,,no_current_value_or_fixed_source_candidate
person,,should_not_fill,,no_current_value_or_fixed_source_candidate
personal,personally,reliable_value,personally,matches_fixed_conservative_affix_policy_and_members_exist
personality,,should_not_fill,,no_current_value_or_fixed_source_candidate
personally,personal,reliable_value,personal,matches_fixed_conservative_affix_policy_and_members_exist
personnel,,should_not_fill,,no_current_value_or_fixed_source_candidate
persuade,,should_not_fill,,no_current_value_or_fixed_source_candidate
pessimistic,,should_not_fill,,no_current_value_or_fixed_source_candidate
pet,,should_not_fill,,no_current_value_or_fixed_source_candidate
petrol,,should_not_fill,,no_current_value_or_fixed_source_candidate
phase,,should_not_fill,,no_current_value_or_fixed_source_candidate
phenomenon,,should_not_fill,,no_current_value_or_fixed_source_candidate
philosophy,,should_not_fill,,no_current_value_or_fixed_source_candidate
phone,,should_not_fill,,no_current_value_or_fixed_source_candidate
photo,,should_not_fill,,no_current_value_or_fixed_source_candidate
photograph,,should_not_fill,,no_current_value_or_fixed_source_candidate
photographer,,should_not_fill,,no_current_value_or_fixed_source_candidate
phrase,,should_not_fill,,no_current_value_or_fixed_source_candidate
physical,,should_not_fill,,no_current_value_or_fixed_source_candidate
physician,,should_not_fill,,no_current_value_or_fixed_source_candidate
physics,,should_not_fill,,no_current_value_or_fixed_source_candidate
piano,,should_not_fill,,no_current_value_or_fixed_source_candidate
