word,field,value,trace_status,selected_source,note
perceive,phonetic,/pɝˈsiv/,confirmed,ipa-dict(en_US/CMUdict),corroborated
perceive,pos,v.,confirmed,ECDICT,
perceive,meaning_cn,感觉；认知,confirmed,ECDICT,
perceive,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
perceive,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
perceive,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
perceive,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
percent,phonetic,/pɝˈsɛnt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
percent,pos,n.,confirmed,ECDICT,
percent,meaning_cn,百分之,confirmed,teacher_pdf_gloss,
percent,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=9;ECDICT_rank_input=snapshotted
percent,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=9;scope=historical_partial_2010_2022
percent,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
percent,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
percentage,phonetic,/pɝˈsɛnədʒ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
percentage,pos,n.,confirmed,ECDICT,
percentage,meaning_cn,百分率,confirmed,teacher_pdf_gloss,
percentage,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=1;ECDICT_rank_input=snapshotted
percentage,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
percentage,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
percentage,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
perfect,phonetic,/ˈpɝˌfɪkt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
perfect,pos,n./v./adj.,confirmed,ECDICT,
perfect,meaning_cn,完美的；使完善,confirmed,teacher_pdf_gloss,
perfect,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
perfect,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
perfect,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
perfect,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
perform,phonetic,/pɝˈfɔrm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
perform,pos,v.,confirmed,ECDICT,
perform,meaning_cn,表演；履行,confirmed,teacher_pdf_gloss,
perform,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=13;ECDICT_rank_input=snapshotted
perform,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=13;scope=historical_partial_2010_2022
perform,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
perform,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
performance,phonetic,/pɝˈfɔrməns/,confirmed,ipa-dict(en_US/CMUdict),corroborated
performance,pos,n.,confirmed,ECDICT,
performance,meaning_cn,演出；表演,confirmed,teacher_pdf_gloss,
performance,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=6;ECDICT_rank_input=snapshotted
performance,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
performance,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
performance,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
performer,phonetic,/pɝˈfɔrmɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
performer,pos,n.,confirmed,ECDICT,
performer,meaning_cn,表演者；执行者,confirmed,teacher_pdf_gloss,
performer,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
performer,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
performer,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
performer,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
perhaps,phonetic,/pɝˈhæps/,confirmed,ipa-dict(en_US/CMUdict),corroborated
perhaps,pos,adv.,confirmed,ECDICT,
perhaps,meaning_cn,可能；或,confirmed,teacher_pdf_gloss,
perhaps,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=11;ECDICT_rank_input=snapshotted
perhaps,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=11;scope=historical_partial_2010_2022
perhaps,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
perhaps,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
period,phonetic,/ˈpɪriəd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
period,pos,n./adj./interj.,confirmed,ECDICT,
period,meaning_cn,时期；时代,confirmed,teacher_pdf_gloss,
period,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=7;ECDICT_rank_input=snapshotted
period,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
period,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
period,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
permanent,phonetic,/ˈpɝmənənt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
permanent,pos,n./adj.,confirmed,ECDICT,
permanent,meaning_cn,永久的；永恒的,confirmed,teacher_pdf_gloss,
permanent,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
permanent,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
permanent,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
permanent,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
permission,phonetic,/pɝˈmɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
permission,pos,n.,confirmed,ECDICT,
permission,meaning_cn,允许；许可,confirmed,teacher_pdf_gloss,
permission,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
permission,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
permission,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
permission,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
permit,phonetic,/ˈpɝˌmɪt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
permit,pos,n./v.,confirmed,ECDICT,
permit,meaning_cn,允许；许可证,confirmed,curated_override,
permit,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=4;ECDICT_rank_input=snapshotted
permit,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
permit,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
permit,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
persevere,phonetic,/ˌpɜːrsɪˈvɪr/,confirmed,curated_homograph_override,curated
persevere,pos,v.,confirmed,ECDICT,
persevere,meaning_cn,坚持不懈；锲而不舍,confirmed,curated_override,
persevere,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
persevere,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
persevere,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
persevere,tags,character,partial,curated_tag_override,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
persist,phonetic,/pɝˈsɪst/,confirmed,ipa-dict(en_US/CMUdict),corroborated
persist,pos,v.,confirmed,ECDICT,
persist,meaning_cn,坚持；持续,confirmed,curated_override,
persist,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
persist,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
persist,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
persist,tags,"character,action",partial,curated_tag_override,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
person,phonetic,/ˈpɝsən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
person,pos,n.,confirmed,ECDICT,
person,meaning_cn,人,confirmed,teacher_pdf_gloss,
person,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=17;ECDICT_rank_input=snapshotted
person,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=17;scope=historical_partial_2010_2022
person,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
person,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
personal,phonetic,/ˈpɝsɪnəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
personal,pos,adj.,confirmed,ECDICT,
personal,meaning_cn,个人的；私人的,confirmed,teacher_pdf_gloss,
personal,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=10;ECDICT_rank_input=snapshotted
personal,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=10;scope=historical_partial_2010_2022
personal,word_family,personally,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
personal,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
personality,phonetic,/ˌpɝsəˈnælɪti/,confirmed,ipa-dict(en_US/CMUdict),corroborated
personality,pos,n.,confirmed,ECDICT,
personality,meaning_cn,个性；人格,confirmed,ECDICT,
personality,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=2;ECDICT_rank_input=snapshotted
personality,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
personality,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
personality,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
personally,phonetic,/ˈpɝsənəli/,confirmed,ipa-dict(en_US/CMUdict),corroborated
personally,pos,adv.,confirmed,ECDICT,
personally,meaning_cn,就自己而言,confirmed,teacher_pdf_gloss,
personally,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
personally,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
personally,word_family,personal,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
personally,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
personnel,phonetic,/ˌpɝsəˈnɛl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
personnel,pos,n.,confirmed,ECDICT,
personnel,meaning_cn,全体人员；职员,confirmed,teacher_pdf_gloss,
personnel,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=3;ECDICT_rank_input=snapshotted
personnel,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
personnel,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
personnel,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
persuade,phonetic,/pɝˈsweɪd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
persuade,pos,v.,confirmed,ECDICT,
persuade,meaning_cn,说服；劝说,confirmed,teacher_pdf_gloss,
persuade,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=6;ECDICT_rank_input=snapshotted
persuade,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
persuade,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
persuade,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pessimistic,phonetic,/ˌpɛsəˈmɪstɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pessimistic,pos,adj.,confirmed,ECDICT,
pessimistic,meaning_cn,悲观的；厌世的,confirmed,ECDICT,
pessimistic,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
pessimistic,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
pessimistic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pessimistic,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pet,phonetic,/ˈpɛt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pet,pos,n./v./adj.,confirmed,ECDICT,
pet,meaning_cn,宠物；爱畜,confirmed,teacher_pdf_gloss,
pet,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
pet,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
pet,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pet,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
petrol,phonetic,/ˈpɛtroʊl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
petrol,pos,n.,confirmed,ECDICT,
petrol,meaning_cn,石油,confirmed,teacher_pdf_gloss,
petrol,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=1;ECDICT_rank_input=snapshotted
petrol,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
petrol,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
petrol,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
phase,phonetic,/ˈfeɪz/,confirmed,ipa-dict(en_US/CMUdict),corroborated
phase,pos,n./v.,confirmed,ECDICT,
phase,meaning_cn,时期；局面,confirmed,ECDICT,
phase,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
phase,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
phase,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
phase,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
phenomenon,phonetic,/fəˈnɑməˌnɑn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
phenomenon,pos,n.,confirmed,ECDICT,
phenomenon,meaning_cn,现象；迹象,confirmed,ECDICT,
phenomenon,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
phenomenon,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
phenomenon,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
phenomenon,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
philosophy,phonetic,/fəˈlɑsəfi/,confirmed,ipa-dict(en_US/CMUdict),corroborated
philosophy,pos,n.,confirmed,ECDICT,
philosophy,meaning_cn,哲学；人生观,confirmed,ECDICT,
philosophy,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
philosophy,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
philosophy,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
philosophy,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
phone,phonetic,/ˈfoʊn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
phone,pos,n./v.,confirmed,ECDICT,
phone,meaning_cn,打电话；电话,confirmed,teacher_pdf_gloss,
phone,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=12;ECDICT_rank_input=snapshotted
phone,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=12;scope=historical_partial_2010_2022
phone,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
phone,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
photo,phonetic,/ˈfoʊˌtoʊ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
photo,pos,n./v./adj.,confirmed,ECDICT,
photo,meaning_cn,照片,confirmed,teacher_pdf_gloss,
photo,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
photo,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
photo,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
photo,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
photograph,phonetic,/ˈfoʊtəˌɡræf/,confirmed,ipa-dict(en_US/CMUdict),corroborated
photograph,pos,n./v.,confirmed,ECDICT,
photograph,meaning_cn,照片,confirmed,teacher_pdf_gloss,
photograph,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
photograph,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
photograph,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
photograph,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
photographer,phonetic,/fəˈtɑɡrəfɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
photographer,pos,n.,confirmed,ECDICT,
photographer,meaning_cn,摄影师,confirmed,teacher_pdf_gloss,
photographer,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
photographer,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
photographer,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
photographer,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
phrase,phonetic,/ˈfreɪz/,confirmed,ipa-dict(en_US/CMUdict),corroborated
phrase,pos,n./v.,confirmed,ECDICT,
phrase,meaning_cn,短语；习惯用语,confirmed,teacher_pdf_gloss,
phrase,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=8;ECDICT_rank_input=snapshotted
phrase,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
phrase,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
phrase,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
physical,phonetic,/ˈfɪzɪkəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
physical,pos,n./adj.,confirmed,ECDICT,
physical,meaning_cn,身体的；物理的,confirmed,teacher_pdf_gloss,
physical,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=5;ECDICT_rank_input=snapshotted
physical,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
physical,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
physical,tags,science,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
physician,phonetic,/fəˈzɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
physician,pos,n.,confirmed,ECDICT,
physician,meaning_cn,医生,confirmed,teacher_pdf_gloss,
physician,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
physician,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
physician,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
physician,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
physics,phonetic,/ˈfɪzɪks/,confirmed,ipa-dict(en_US/CMUdict),corroborated
physics,pos,n.,confirmed,ECDICT,
physics,meaning_cn,物理,confirmed,teacher_pdf_gloss,
physics,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
physics,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
physics,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
physics,tags,science,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
piano,phonetic,/piˈænə/,confirmed,ipa-dict(en_US/CMUdict),corroborated
piano,pos,n.,confirmed,ECDICT,
piano,meaning_cn,钢琴,confirmed,teacher_pdf_gloss,
piano,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=2;ECDICT_rank_input=snapshotted
piano,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
piano,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
piano,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pick,phonetic,/ˈpɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pick,pos,n./v.,confirmed,ECDICT,
pick,meaning_cn,拾起；采集,confirmed,teacher_pdf_gloss,
pick,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=11;ECDICT_rank_input=snapshotted
pick,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=11;scope=historical_partial_2010_2022
pick,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pick,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
picnic,phonetic,/ˈpɪkˌnɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
picnic,pos,n./v.,confirmed,ECDICT,
picnic,meaning_cn,野餐,confirmed,teacher_pdf_gloss,
picnic,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
picnic,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
picnic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
picnic,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
picture,phonetic,/ˈpɪktʃɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
picture,pos,n./v.,confirmed,ECDICT,
picture,meaning_cn,图片；画片,confirmed,teacher_pdf_gloss,
picture,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=14;ECDICT_rank_input=snapshotted
picture,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=14;scope=historical_partial_2010_2022
picture,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
